ITEM_SEQ,ITEM_NAME,PRINT,DRUG_SHAPE,COLOR,TYPE,LINE,TOKENIZED
201310830,진양엔테카비르정1.0밀리그램,ECV 1.0,삼각형,분홍,정제,없음,ㅈㅣㄴㅇㅑㅇㅇㅔㄴㅌㅔ*ㅋㅏ*ㅂㅣ*ㄹㅡ*ㅈㅓㅇ1.0ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201310827,파킨펙솔정0.125밀리그램,YJ P6,원형,하양,정제,없음,ㅍㅏ*ㅋㅣㄴㅍㅔㄱㅅㅗㄹㅈㅓㅇ0.125ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201310824,라베움정10밀리그램,MK R10,원형,노랑,정제,없음,ㄹㅏ*ㅂㅔ*ㅇㅜㅁㅈㅓㅇ10ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201310829,제이폴민정500밀리그램,JI MTF,원형,하양,정제,없음,ㅈㅔ*ㅇㅣ*ㅍㅗㄹㅁㅣㄴㅈㅓㅇ500ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201310820,에스디핀정,SD,기타,노랑,정제,-,ㅇㅔ*ㅅㅡ*ㄷㅣ*ㅍㅣㄴㅈㅓㅇ
201310822,제일맥스티딘플러스정,JI MP,원형,분홍,정제,없음,ㅈㅔ*ㅇㅣㄹㅁㅐㄱㅅㅡ*ㅌㅣ*ㄷㅣㄴㅍㅡㄹㄹㅓ*ㅅㅡ*ㅈㅓㅇ
201310828,디텐션정160밀리그램,DTDT ISP,타원형,주황,정제,-,ㄷㅣ*ㅌㅔㄴㅅㅕㄴㅈㅓㅇ160ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201310832,발라클로정,KJ VAL,장방형,하양,정제,없음,ㅂㅏㄹㄹㅏ*ㅋㅡㄹㄹㅗ*ㅈㅓㅇ
201310842,사일레노정3밀리그램,3 SP,타원형,파랑,정제,없음,ㅅㅏ*ㅇㅣㄹㄹㅔ*ㄴㅗ*ㅈㅓㅇ3ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201310868,하토르정20밀리그램,ΛT20,타원형,하양,정제,없음,ㅎㅏ*ㅌㅗ*ㄹㅡ*ㅈㅓㅇ20ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201310869,리론트정35밀리그램,IH R35,타원형,주황,정제,없음,ㄹㅣ*ㄹㅗㄴㅌㅡ*ㅈㅓㅇ35ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201310841,사일레노정6밀리그램,6 SP,타원형,연두,정제,없음,ㅅㅏ*ㅇㅣㄹㄹㅔ*ㄴㅗ*ㅈㅓㅇ6ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201310840,트라시스타정125밀리그램,DWP 125,타원형,분홍,정제,없음,ㅌㅡ*ㄹㅏ*ㅅㅣ*ㅅㅡ*ㅌㅏ*ㅈㅓㅇ125ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201310839,아리브이정10밀리그램,PV A10,타원형,분홍,정제,없음,ㅇㅏ*ㄹㅣ*ㅂㅡ*ㅇㅣ*ㅈㅓㅇ10ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201310837,경남디데이츄어블정,D-D,원형,노랑,정제,없음,ㄱㅕㅇㄴㅏㅁㄷㅣ*ㄷㅔ*ㅇㅣ*ㅊㅠ*ㅇㅓ*ㅂㅡㄹㅈㅓㅇ
201310838,글리세틸연질캡슐,글리세틸,타원형,갈색,연질캡슐,없음,ㄱㅡㄹㄹㅣ*ㅅㅔ*ㅌㅣㄹㅇㅕㄴㅈㅣㄹㅋㅐㅂㅅㅠㄹ
201310904,아리브이정5밀리그램,PV,타원형,파랑,정제,없음,ㅇㅏ*ㄹㅣ*ㅂㅡ*ㅇㅣ*ㅈㅓㅇ5ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201310905,아리브이정15밀리그램,PV A15,원형,노랑,정제,없음,ㅇㅏ*ㄹㅣ*ㅂㅡ*ㅇㅣ*ㅈㅓㅇ15ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201310901,메틸솔론정4mg,MP,타원형,하양,정제,+,ㅁㅔ*ㅌㅣㄹㅅㅗㄹㄹㅗㄴㅈㅓㅇ4mg
201310897,누리그라정25밀리그램,D.W 25,삼각형,연두,정제,-,ㄴㅜ*ㄹㅣ*ㄱㅡ*ㄹㅏ*ㅈㅓㅇ25ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201310877,센트룸키즈츄어블정,CEK,원형,하양,정제,없음,ㅅㅔㄴㅌㅡ*ㄹㅜㅁㅋㅣ*ㅈㅡ*ㅊㅠ*ㅇㅓ*ㅂㅡㄹㅈㅓㅇ
201310893,글리딘정2밀리그램,GM,기타,초록,정제,- -,ㄱㅡㄹㄹㅣ*ㄷㅣㄴㅈㅓㅇ2ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201310895,보글스정0.3밀리그램,JI V3,원형,하양,정제,없음,ㅂㅗ*ㄱㅡㄹㅅㅡ*ㅈㅓㅇ0.3ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201310896,피도그린정75mg,75,원형,분홍,정제,없음,ㅍㅣ*ㄷㅗ*ㄱㅡ*ㄹㅣㄴㅈㅓㅇ75mg
201310913,바라티스정0.5밀리그램,,삼각형,하양,정제,없음,ㅂㅏ*ㄹㅏ*ㅌㅣ*ㅅㅡ*ㅈㅓㅇ0.5ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201310917,액티넘이엑스플러스정,AM3020,원형,노랑,정제,없음,ㅇㅐㄱㅌㅣ*ㄴㅓㅁㅇㅣ*ㅇㅔㄱㅅㅡ*ㅍㅡㄹㄹㅓ*ㅅㅡ*ㅈㅓㅇ
201310914,아리파이큐오디정10밀리그램,Λ10,원형,분홍,정제,없음,ㅇㅏ*ㄹㅣ*ㅍㅏ*ㅇㅣ*ㅋㅠ*ㅇㅗ*ㄷㅣ*ㅈㅓㅇ10ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201310915,아리파이큐오디정15밀리그램,Λ15,원형,하양,정제,없음,ㅇㅏ*ㄹㅣ*ㅍㅏ*ㅇㅣ*ㅋㅠ*ㅇㅗ*ㄷㅣ*ㅈㅓㅇ15ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201310929,발타란정80밀리그램,V1,원형,분홍,정제,-,ㅂㅏㄹㅌㅏ*ㄹㅏㄴㅈㅓㅇ80ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201310937,아리피코정10밀리그램,D-W10,타원형,분홍,정제,없음,ㅇㅏ*ㄹㅣ*ㅍㅣ*ㅋㅗ*ㅈㅓㅇ10ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201310920,뉴스크정5mg,WK A5,팔각형,하양,정제,-,ㄴㅠ*ㅅㅡ*ㅋㅡ*ㅈㅓㅇ5mg
201310926,아리피진정10밀리그램,YJ10,타원형,분홍,정제,없음,ㅇㅏ*ㄹㅣ*ㅍㅣ*ㅈㅣㄴㅈㅓㅇ10ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201310931,위피드정100밀리그램,R,원형,하양,정제,없음,ㅇㅟ*ㅍㅣ*ㄷㅡ*ㅈㅓㅇ100ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201310928,발타란정160밀리그램,V2,타원형,갈색,정제,-,ㅂㅏㄹㅌㅏ*ㄹㅏㄴㅈㅓㅇ160ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201310935,니코란정,NN,원형,하양,정제,-,ㄴㅣ*ㅋㅗ*ㄹㅏㄴㅈㅓㅇ
201310927,아리피진정15밀리그램,YJ15,원형,노랑,정제,없음,ㅇㅏ*ㄹㅣ*ㅍㅣ*ㅈㅣㄴㅈㅓㅇ15ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201310933,듀로프렉스캡슐60밀리그램,DLC60mg,장방형,파랑 연두,경질캡슐,없음,ㄷㅠ*ㄹㅗ*ㅍㅡ*ㄹㅔㄱㅅㅡ*ㅋㅐㅂㅅㅠㄹ60ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201310934,트라시스타정62.5mg,DWP 62.5,원형,노랑,정제,없음,ㅌㅡ*ㄹㅏ*ㅅㅣ*ㅅㅡ*ㅌㅏ*ㅈㅓㅇ62.5mg
201310977,라비엠정20mg,20 RS,원형,노랑,정제,없음,ㄹㅏ*ㅂㅣ*ㅇㅔㅁㅈㅓㅇ20mg
201310951,제이포지정10/160밀리그램,JI 10,타원형,노랑,정제,없음,ㅈㅔ*ㅇㅣ*ㅍㅗ*ㅈㅣ*ㅈㅓㅇ10/160ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201310962,메록캄캡슐,DHNPMLC,장방형,연두,경질캡슐,없음,ㅁㅔ*ㄹㅗㄱㅋㅏㅁㅋㅐㅂㅅㅠㄹ
201310979,크레첵정10밀리그램,HLRSV 10,원형,분홍,정제,없음,ㅋㅡ*ㄹㅔ*ㅊㅔㄱㅈㅓㅇ10ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201310983,파센탄정125밀리그램,BO2,타원형,분홍,정제,없음,ㅍㅏ*ㅅㅔㄴㅌㅏㄴㅈㅓㅇ125ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201310949,텔미토정40밀리그램,ISP T40T40,타원형,하양,정제,-,ㅌㅔㄹㅁㅣ*ㅌㅗ*ㅈㅓㅇ40ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201310989,베타미가서방정25밀리그램,325,타원형,갈색,정제,없음,ㅂㅔ*ㅌㅏ*ㅁㅣ*ㄱㅏ*ㅅㅓ*ㅂㅏㅇㅈㅓㅇ25ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201310982,마이포딘서방정,SPP Mt,장방형,하양,정제,없음,ㅁㅏ*ㅇㅣ*ㅍㅗ*ㄷㅣㄴㅅㅓ*ㅂㅏㅇㅈㅓㅇ
201310978,라비엠정10mg,10 RS,원형,노랑,정제,없음,ㄹㅏ*ㅂㅣ*ㅇㅔㅁㅈㅓㅇ10mg
201310976,아리디정10밀리그램,H-S10,타원형,분홍,정제,없음,ㅇㅏ*ㄹㅣ*ㄷㅣ*ㅈㅓㅇ10ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201310950,이지펜연질캡슐,EZ,타원형,빨강 투명,연질캡슐,없음,ㅇㅣ*ㅈㅣ*ㅍㅔㄴㅇㅕㄴㅈㅣㄹㅋㅐㅂㅅㅠㄹ
201310992,아리피코정15밀리그램,D-W15,원형,노랑,정제,없음,ㅇㅏ*ㄹㅣ*ㅍㅣ*ㅋㅗ*ㅈㅓㅇ15ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201310991,류스펜정,LXY,원형,하양,정제,없음,ㄹㅠ*ㅅㅡ*ㅍㅔㄴㅈㅓㅇ
201310952,몬테린츄정5밀리그램,SJ 275,원형,분홍,정제,없음,ㅁㅗㄴㅌㅔ*ㄹㅣㄴㅊㅠ*ㅈㅓㅇ5ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201310964,아로토정,CP Λ10,원형,하양,정제,없음,ㅇㅏ*ㄹㅗ*ㅌㅗ*ㅈㅓㅇ
201310980,크레첵정20밀리그램,HLRSV 20,원형,분홍,정제,없음,ㅋㅡ*ㄹㅔ*ㅊㅔㄱㅈㅓㅇ20ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201310988,베타미가서방정50밀리그램,355,타원형,갈색,정제,없음,ㅂㅔ*ㅌㅏ*ㅁㅣ*ㄱㅏ*ㅅㅓ*ㅂㅏㅇㅈㅓㅇ50ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201310963,뉴페리손정,SPEP,원형,하양,정제,없음,ㄴㅠ*ㅍㅔ*ㄹㅣ*ㅅㅗㄴㅈㅓㅇ
201310993,엠클리진정,BP,기타,분홍,정제,+,ㅇㅔㅁㅋㅡㄹㄹㅣ*ㅈㅣㄴㅈㅓㅇ
201400005,명문로수바스타틴칼슘정10밀리그램,MM 10,원형,분홍,정제,없음,ㅁㅕㅇㅁㅜㄴㄹㅗ*ㅅㅜ*ㅂㅏ*ㅅㅡ*ㅌㅏ*ㅌㅣㄴㅋㅏㄹㅅㅠㅁㅈㅓㅇ10ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201400004,명문로수바스타틴칼슘정20밀리그램,MM 20,원형,분홍,정제,없음,ㅁㅕㅇㅁㅜㄴㄹㅗ*ㅅㅜ*ㅂㅏ*ㅅㅡ*ㅌㅏ*ㅌㅣㄴㅋㅏㄹㅅㅠㅁㅈㅓㅇ20ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201400002,제이포지정5/80밀리그램,JI 5,원형,주황,정제,없음,ㅈㅔ*ㅇㅣ*ㅍㅗ*ㅈㅣ*ㅈㅓㅇ5/80ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201400003,제이포지정5/160밀리그램,JI 3,타원형,주황,정제,없음,ㅈㅔ*ㅇㅣ*ㅍㅗ*ㅈㅣ*ㅈㅓㅇ5/160ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201400024,토파씬정,MLTO,원형,노랑,정제,+,ㅌㅗ*ㅍㅏ*ㅆㅣㄴㅈㅓㅇ
201400023,토맥정,CATO,원형,노랑,정제,- +,ㅌㅗ*ㅁㅐㄱㅈㅓㅇ
201400021,이연플루코캡슐50밀리그램,RYPUC,장방형,하양 파랑,정제,없음,ㅇㅣ*ㅇㅕㄴㅍㅡㄹㄹㅜ*ㅋㅗ*ㅋㅐㅂㅅㅠㄹ50ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201400030,펜다나정,SIP,장방형,노랑,정제,없음,ㅍㅔㄴㄷㅏ*ㄴㅏ*ㅈㅓㅇ
201400031,리페손정50mg,2,원형,하양,정제,없음,ㄹㅣ*ㅍㅔ*ㅅㅗㄴㅈㅓㅇ50mg
201400053,로카탄플러스정,LH1,타원형,연두,정제,없음,ㄹㅗ*ㅋㅏ*ㅌㅏㄴㅍㅡㄹㄹㅓ*ㅅㅡ*ㅈㅓㅇ
201400081,디로포지정5/80밀리그램,RY 8,원형,주황,정제,없음,ㄷㅣ*ㄹㅗ*ㅍㅗ*ㅈㅣ*ㅈㅓㅇ5/80ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201400082,디로포지정5/160밀리그램,RY 16,타원형,주황,정제,없음,ㄷㅣ*ㄹㅗ*ㅍㅗ*ㅈㅣ*ㅈㅓㅇ5/160ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201400100,사라나제정,HSS1,원형,하양,정제,없음,ㅅㅏ*ㄹㅏ*ㄴㅏ*ㅈㅔ*ㅈㅓㅇ
201400102,모노로바정10밀리그램,RS10 YH,원형,분홍,정제,없음,ㅁㅗ*ㄴㅗ*ㄹㅗ*ㅂㅏ*ㅈㅓㅇ10ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201400111,모노로바정20밀리그램,RS20 YH,원형,분홍,정제,없음,ㅁㅗ*ㄴㅗ*ㄹㅗ*ㅂㅏ*ㅈㅓㅇ20ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201400112,모노로바정5밀리그램,RS5 YH,원형,노랑,정제,없음,ㅁㅗ*ㄴㅗ*ㄹㅗ*ㅂㅏ*ㅈㅓㅇ5ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201400099,원스타민정,AL OT,장방형,빨강,정제,없음,ㅇㅝㄴㅅㅡ*ㅌㅏ*ㅁㅣㄴㅈㅓㅇ
201400118,페덱스정,P,원형,하양,정제,없음,ㅍㅔ*ㄷㅔㄱㅅㅡ*ㅈㅓㅇ
201400123,콜로스타정5밀리그램,R5,원형,주황,정제,없음,ㅋㅗㄹㄹㅗ*ㅅㅡ*ㅌㅏ*ㅈㅓㅇ5ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201400120,밀타정15mg,NKM,타원형,노랑,정제,-,ㅁㅣㄹㅌㅏ*ㅈㅓㅇ15mg
201400124,콜로스타정20밀리그램,R20,원형,분홍,정제,없음,ㅋㅗㄹㄹㅗ*ㅅㅡ*ㅌㅏ*ㅈㅓㅇ20ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201400117,한림모사프리드정5밀리그램,HL M5,장방형,하양,정제,없음,ㅎㅏㄴㄹㅣㅁㅁㅗ*ㅅㅏ*ㅍㅡ*ㄹㅣ*ㄷㅡ*ㅈㅓㅇ5ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201400119,큐텐비타원정,AC Λ,장방형,갈색,정제,없음,ㅋㅠ*ㅌㅔㄴㅂㅣ*ㅌㅏ*ㅇㅝㄴㅈㅓㅇ
201400126,알피올로파타딘정,OP,원형,분홍,정제,없음,ㅇㅏㄹㅍㅣ*ㅇㅗㄹㄹㅗ*ㅍㅏ*ㅌㅏ*ㄷㅣㄴㅈㅓㅇ
201400143,맥스케어프리미엄정,SIMCPr,타원형,노랑,정제,없음,ㅁㅐㄱㅅㅡ*ㅋㅔ*ㅇㅓ*ㅍㅡ*ㄹㅣ*ㅁㅣ*ㅇㅓㅁㅈㅓㅇ
201400179,나프리정,YI 92,원형,하양,정제,없음,ㄴㅏ*ㅍㅡ*ㄹㅣ*ㅈㅓㅇ
201400156,라베파졸정10밀리그램,10,원형,노랑,정제,없음,ㄹㅏ*ㅂㅔ*ㅍㅏ*ㅈㅗㄹㅈㅓㅇ10ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201400162,넥포정5/80밀리그램,YI 94,원형,주황,정제,없음,ㄴㅔㄱㅍㅗ*ㅈㅓㅇ5/80ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201400155,로트로반정20밀리그램,KDRVT 20,원형,분홍,정제,없음,ㄹㅗ*ㅌㅡ*ㄹㅗ*ㅂㅏㄴㅈㅓㅇ20ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201400154,로트로반정10밀리그램,KDRVT 10,원형,분홍,정제,없음,ㄹㅗ*ㅌㅡ*ㄹㅗ*ㅂㅏㄴㅈㅓㅇ10ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201400190,일양바이오아토르바스타틴칼슘삼수화물정20밀리그램,IB A2,원형,하양,정제,없음,ㅇㅣㄹㅇㅑㅇㅂㅏ*ㅇㅣ*ㅇㅗ*ㅇㅏ*ㅌㅗ*ㄹㅡ*ㅂㅏ*ㅅㅡ*ㅌㅏ*ㅌㅣㄴㅋㅏㄹㅅㅠㅁㅅㅏㅁㅅㅜ*ㅎㅘ*ㅁㅜㄹㅈㅓㅇ20ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201400181,센트룸프리네이탈정,PCP,타원형,분홍,정제,없음,ㅅㅔㄴㅌㅡ*ㄹㅜㅁㅍㅡ*ㄹㅣ*ㄴㅔ*ㅇㅣ*ㅌㅏㄹㅈㅓㅇ
201400193,리스테롤정20밀리그램,KPP 20,타원형,하양,정제,-,ㄹㅣ*ㅅㅡ*ㅌㅔ*ㄹㅗㄹㅈㅓㅇ20ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201400194,올파로딘정,KP5,원형,분홍,정제,-,ㅇㅗㄹㅍㅏ*ㄹㅗ*ㄷㅣㄴㅈㅓㅇ
201400234,엠피콜드연질캡슐,엠피콜드,타원형,노랑 투명,연질캡슐,없음,ㅇㅔㅁㅍㅣ*ㅋㅗㄹㄷㅡ*ㅇㅕㄴㅈㅣㄹㅋㅐㅂㅅㅠㄹ
201400200,뮤로다제정,OEO,원형,분홍,정제,-,ㅁㅠ*ㄹㅗ*ㄷㅏ*ㅈㅔ*ㅈㅓㅇ
201400259,제니틴정150밀리그램,PNX 1,원형,하양,정제,없음,ㅈㅔ*ㄴㅣ*ㅌㅣㄴㅈㅓㅇ150ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201400262,클로사펜정,DS CL,장방형,하양,정제,없음,ㅋㅡㄹㄹㅗ*ㅅㅏ*ㅍㅔㄴㅈㅓㅇ
201400279,리트모놈SR서방캡슐325밀리그램,325,장방형,하양,경질캡슐,없음,ㄹㅣ*ㅌㅡ*ㅁㅗ*ㄴㅗㅁSRㅅㅓ*ㅂㅏㅇㅋㅐㅂㅅㅠㄹ325ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201400277,리트모놈SR서방캡슐425밀리그램,425,장방형,하양,경질캡슐,없음,ㄹㅣ*ㅌㅡ*ㅁㅗ*ㄴㅗㅁSRㅅㅓ*ㅂㅏㅇㅋㅐㅂㅅㅠㄹ425ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201400278,리트모놈SR서방캡슐225밀리그램,225,장방형,하양,경질캡슐,없음,ㄹㅣ*ㅌㅡ*ㅁㅗ*ㄴㅗㅁSRㅅㅓ*ㅂㅏㅇㅋㅐㅂㅅㅠㄹ225ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201400288,이텍스로수바스타틴칼슘정20mg,ET 20,원형,분홍,정제,없음,ㅇㅣ*ㅌㅔㄱㅅㅡ*ㄹㅗ*ㅅㅜ*ㅂㅏ*ㅅㅡ*ㅌㅏ*ㅌㅣㄴㅋㅏㄹㅅㅠㅁㅈㅓㅇ20mg
201400293,캐치콜에스연질캡슐,캐치콜S,타원형,노랑 투명,연질캡슐,없음,ㅋㅐ*ㅊㅣ*ㅋㅗㄹㅇㅔ*ㅅㅡ*ㅇㅕㄴㅈㅣㄹㅋㅐㅂㅅㅠㄹ
201400305,플루테롤흡입용캡슐500/50,FS500,장방형,투명,정제,없음,ㅍㅡㄹㄹㅜ*ㅌㅔ*ㄹㅗㄹㅎㅡㅂㅇㅣㅂㅇㅛㅇㅋㅐㅂㅅㅠㄹ500/50
201400286,이텍스로수바스타틴칼슘정5mg,ET 5,원형,노랑,정제,없음,ㅇㅣ*ㅌㅔㄱㅅㅡ*ㄹㅗ*ㅅㅜ*ㅂㅏ*ㅅㅡ*ㅌㅏ*ㅌㅣㄴㅋㅏㄹㅅㅠㅁㅈㅓㅇ5mg
201400283,뉴스타정,HG NT,타원형,하양,정제,없음,ㄴㅠ*ㅅㅡ*ㅌㅏ*ㅈㅓㅇ
201400289,로레스토정5밀리그램,R5,원형,노랑,정제,없음,ㄹㅗ*ㄹㅔ*ㅅㅡ*ㅌㅗ*ㅈㅓㅇ5ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201400284,맥스케어베타정,SIβ,원형,노랑,정제,없음,ㅁㅐㄱㅅㅡ*ㅋㅔ*ㅇㅓ*ㅂㅔ*ㅌㅏ*ㅈㅓㅇ
201400306,플루테롤흡입용캡슐100/50,FS100,장방형,투명,정제,없음,ㅍㅡㄹㄹㅜ*ㅌㅔ*ㄹㅗㄹㅎㅡㅂㅇㅣㅂㅇㅛㅇㅋㅐㅂㅅㅠㄹ100/50
201400290,로레스토정20밀리그램,R20,원형,분홍,정제,없음,ㄹㅗ*ㄹㅔ*ㅅㅡ*ㅌㅗ*ㅈㅓㅇ20ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201400287,이텍스로수바스타틴칼슘정10mg,ET 10,원형,분홍,정제,없음,ㅇㅣ*ㅌㅔㄱㅅㅡ*ㄹㅗ*ㅅㅜ*ㅂㅏ*ㅅㅡ*ㅌㅏ*ㅌㅣㄴㅋㅏㄹㅅㅠㅁㅈㅓㅇ10mg
201400307,플루테롤흡입용캡슐250/50,FS250,장방형,투명,정제,없음,ㅍㅡㄹㄹㅜ*ㅌㅔ*ㄹㅗㄹㅎㅡㅂㅇㅣㅂㅇㅛㅇㅋㅐㅂㅅㅠㄹ250/50
201400308,듀아타임코와정,DTK,원형,하양,정제,없음,ㄷㅠ*ㅇㅏ*ㅌㅏ*ㅇㅣㅁㅋㅗ*ㅇㅘ*ㅈㅓㅇ
201400308,듀아타임코와정,DTK,원형,노랑,정제,없음,ㄷㅠ*ㅇㅏ*ㅌㅏ*ㅇㅣㅁㅋㅗ*ㅇㅘ*ㅈㅓㅇ
201400295,파워골드정,KPP PW,장방형,빨강,정제,없음,ㅍㅏ*ㅇㅝ*ㄱㅗㄹㄷㅡ*ㅈㅓㅇ
201400318,유한아스피린장용정,YuhanASP100,원형,하양,정제,없음,ㅇㅠ*ㅎㅏㄴㅇㅏ*ㅅㅡ*ㅍㅣ*ㄹㅣㄴㅈㅏㅇㅇㅛㅇㅈㅓㅇ
201400347,휴텍스아토르바스타틴정20mg,HTA 20,타원형,하양,정제,없음,ㅎㅠ*ㅌㅔㄱㅅㅡ*ㅇㅏ*ㅌㅗ*ㄹㅡ*ㅂㅏ*ㅅㅡ*ㅌㅏ*ㅌㅣㄴㅈㅓㅇ20mg
201400325,리드콜연질캡슐,Leadcol,타원형,빨강 투명,연질캡슐,없음,ㄹㅣ*ㄷㅡ*ㅋㅗㄹㅇㅕㄴㅈㅣㄹㅋㅐㅂㅅㅠㄹ
201400337,바이투스정,LVD,원형,하양,정제,없음,ㅂㅏ*ㅇㅣ*ㅌㅜ*ㅅㅡ*ㅈㅓㅇ
201400342,안티클러캡슐,MDSACR,장방형,하양 파랑,경질캡슐,없음,ㅇㅏㄴㅌㅣ*ㅋㅡㄹㄹㅓ*ㅋㅐㅂㅅㅠㄹ
201400343,아세라노정,CP2,장방형,노랑,정제,없음,ㅇㅏ*ㅅㅔ*ㄹㅏ*ㄴㅗ*ㅈㅓㅇ
201400361,소피아정20밀리그램,PNX 3,타원형,하양,정제,없음,ㅅㅗ*ㅍㅣ*ㅇㅏ*ㅈㅓㅇ20ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201400355,타이푸푸골드연질캡슐,타이푸푸골드,타원형,노랑 투명,연질캡슐,없음,ㅌㅏ*ㅇㅣ*ㅍㅜ*ㅍㅜ*ㄱㅗㄹㄷㅡ*ㅇㅕㄴㅈㅣㄹㅋㅐㅂㅅㅠㄹ
201400354,라베파졸정20밀리그램,20,원형,노랑,정제,없음,ㄹㅏ*ㅂㅔ*ㅍㅏ*ㅈㅗㄹㅈㅓㅇ20ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201400353,로수넥스정20mg,R20,원형,분홍,정제,없음,ㄹㅗ*ㅅㅜ*ㄴㅔㄱㅅㅡ*ㅈㅓㅇ20mg
201400349,모아노즈연질캡슐,모아노즈,타원형,파랑 투명,연질캡슐,없음,ㅁㅗ*ㅇㅏ*ㄴㅗ*ㅈㅡ*ㅇㅕㄴㅈㅣㄹㅋㅐㅂㅅㅠㄹ
